Master_Plot,NO_LichenSpp,NO_LichensMatrix,NO_indeterminatespp,NO_PBAbsent,NO_PBCyanobact,NO_PBGreencoccoid,NO_PBGreentrent,NO_PBPolymorph,NO_PBGreenStichoc,NO_Bark,NO_Humus,NO_Lichen,NO_noncalc.rock,NO_Wood,NO_Leaf,NO_Calc.rock,NO_Fungi,NO_Hepatics,NO_EpiphyticMacrolichenNO_,NO_EpiphyticMacrolichenYes,NO_Lichenized,NO_nonLichenized,NO_ParasiteNo,NO_ParasiteYes,NO_Crustose,NO_Foliose,NO_Fruticose,NO_Polymorp,NO_Squam,NO_Umbilicate,NO_FungalAsexual,NO_LichenizedAsexual,NO_Polymorphic,NO_Sexual,Date_Inventoried,DateSampled,State,Plot_Code_AUTOFILLS,SiteNameEmu,County,OwnerEmuIRN,Jurisdiction,Locality_Data,HabitatData,General_Geology,Precise_Geology,Latitude,Longitude,Elevm,Slope,Aspect,Collecting_Time_Mins,NO_Collectors,LichenDiversity,NO_VoucherCollections,WetDryDay,RockCover,LargeTrees,CanopyCover,Understory,Weediness,Recruitment,Litter,Loggyness,PatchSize,Neighborhood,DistancetoCore,SumHabitatQuality,SumDBH,AverDBH,NO_Shrubspp,NO_Treespp,NO_Woodyspp,Notes
141,90,88,2,1,6,74,5,2,0,84,0,1,2,1,0,0,0,0,45,43,87,1,87,1,44,33,7,1,3,0,1,46,1,40,6/28/2019,6/28/2019,NC,NC-MP-141,NNF-Matlock Bald,Clay,253961,United_States_National_Forest_Service,"Nantahala National Forest, Tusquitee Mountains, N-facing slopes of summit of Matlock Bald, N of Fires Creek Rim Trail/Trail 72 0.2 mi N of jct N Bald Springs Trail/Trail 78","Reforested bald with Rhododendron-Kalmia thickets amid mixed northern hardwood forest (Acer pensylvanicum, A. saccharum, Amelanchier, Betula alleghaniensis, Fagus, Fraxinus, Prunus serotina, Quercus alba, Q. rubra) with Rhododendron-Vaccinium-Rubus understory",Non_calcareous,Non_calcareous,35.12887,-83.74746,1535,5,North_facing,60,5,90,156,Dry,1,4,3,20,7,10,5,1,8,3.2,5,66.2,636,90.86,5,11,16, 
142,99,97,2,2,8,79,7,1,0,80,3,2,8,4,0,0,0,0,59,38,95,2,95,2,53,31,6,5,2,0,0,51,5,41,6/28/2019,6/28/2019,NC,NC-MP-142,NNF-Bald Springs,Clay,253961,United_States_National_Forest_Service,"Nantahala National Forest, Tusquitee Mountains, S-facing slopes above Bald Springs Branch of Fires Creek, Bald Springs Trail/Trail 78 0.5 mi W of jct w/ Fires Creek Rim Trail/Trail 72","Rich cove hardwood (Acer pensylvanicum, A. saccharum, Aesculus, Amelanchier, Betula alleghaniensis, Fagus, Fraxinus, Prunus serotina, Quercus Q. rubra) forest with Rhododendron-Rubus understory and sandstone boulders",Non_calcareous,Sandstone,35.12897,-83.75652,1368,10,South_facing,60,2,99,120,Dry,3,6,5,20,11,10,5,2,10,3.2,5,77.2,584,116.8,2,13,15, 
143,109,106,3,2,5,94,3,2,0,91,1,1,13,0,0,0,0,0,62,44,104,2,105,1,59,41,4,1,1,0,0,56,2,48,6/30/2019,6/30/2019,NC,NC-MP-143,NNF-Old Bald,Jackson,253961,United_States_National_Forest_Service,"Nantahala National Forest, Balsam Mountains, N-facing slopes of Old Knob Ridge, Old Knob Trail ~0.3 mi S of jct w/ Blue Ridge Parkway, ~0.6 mi N of Lost Knob","Mixed hardwood (Acer saccharum, Amelanchier, Betula alleghaniensis, Fagus, Quercus rubra) forest with scattered larger, dead Quercus rubra and understory of Vaccinium-Rubus-Crataegus",Non_calcareous,Non_calcareous,35.37789,-83.03267,1722,15,North_facing,100,1,109,150,Dry,1,1,0,15,11,10,5,3,8,3.2,5,61.2,371,74.2,2,10,12, 
144,72,72,0,0,2,66,3,1,0,68,2,0,2,0,0,0,0,0,37,35,72,0,72,0,35,29,5,2,1,0,1,39,3,29,10/16/2019,10/16/2019,NC,NC-MP-144,GSMNP-Spruce Mountain,Swain,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, W-facing slope of Spruce Mountain 0.5 mi S of summit, N of jct of Spruce Mountain Trail and campsite 42 access","Mature Picea-Betula forest with Acer spicatum, Amelanchier, Fagus, Ilex montana, Rhododendron maximum, Vaccinium, Viburnum understory",Non_calcareous,Non_calcareous,35.60849,-83.17882,1685,10,West_facing,80,1,72,91,Wet,1,5,5,25,15,10,5,4,10,5.2,5,89.2,752,150.4,3,8,11, 
145,93,92,1,0,6,80,4,2,0,86,1,0,5,0,0,0,0,0,45,47,92,0,92,0,45,40,6,0,1,0,0,44,1,47,10/16/2019,10/16/2019,NC,NC-MP-145,GSMNP-Hyatt Ridge,Swain,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, E-facing slopes of Hyatt Ridge above Hyatt Creek, S of Hyatt Bald, Beech Gap Trail 2.1 mi NW of jct w/ Hyatt Ridge Trail","Mature mixed hardwood (Quercus rubra and Acer saccharum dominant, with Acer pensylvanicum, Betula lenta, Fagus, Halesia, Ilex montana, Tilia) with sparse Tsuga and schistose rock outcrops",Non_calcareous,Schist,35.6338,-83.2279,1432,10,East_facing,60,1,93,115,Wet,3,6,5,25,15,10,5,3,10,5.2,5,89.2,502,125.5,1,11,12, 
146,79,79,0,0,3,69,6,1,0,76,1,0,1,1,0,0,0,0,46,33,79,0,79,0,46,26,6,0,1,0,0,44,0,35,10/17/2019,10/17/2019,NC,NC-MP-146,GSMNP-Bent Knee Knob,Haywood,253032,United_States_National_Forest_Service,"Great Smoky Mountains National Park, W-slopes of Bent Knee Knob, W of Hazel Top, Asbury Trail 0.4 mi N of Cove Creek Gap","Mature mixed hardwood (Quercus rubra and Acer saccharum dominant, with Acer pensylvanicum, Betula lenta, Halesia) with sparse Tsuga and understory of Pyrularia-Kalmia-Rhododendron",Non_calcareous,Non_calcareous,35.63784,-83.04517,1240,15,South_facing,90,1,79,93,Dry,1,3,5,20,15,10,5,2,10,3.2,5,78.2,615,123,3,15,18, 
147,106,105,1,2,6,91,4,2,0,84,3,1,16,1,0,0,0,0,60,45,103,2,104,1,52,42,5,3,1,2,1,55,3,46,10/23/2019,10/23/2019,NC,NC-MP-147,PNF-Bluff Mountain,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, N-Facing slopes of Bluff Mountain summit, NE of Appalachian Trail 1 mi E of Catpen Gap, 3.4 mi E of Lemon Gap","Mature mixed hardwood (Aesculus, Betula alleghaniensis, Acer saccharum Amelanchier, Prunus, Tilia) forest with non-calcareous rock outcrops and Rhododendron stands",Non_calcareous,Non_calcareous,35.84115,-82.90576,1435,10,North_facing,80,2,106,133,Dry,4,4,5,20,15,10,5,3,10,3.2,5,80.2,1375,125,2,13,15, 
148,79,79,0,0,8,68,1,2,0,76,0,0,3,0,0,0,0,0,39,40,79,0,79,0,38,37,3,0,1,0,0,49,1,29,10/17/2019,10/17/2019,NC,NC-MP-148,GSMNP-Mount Sterling Gap,Haywood,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, E slopes of Mount Sterling, Mount Sterling Trail 0.4 mi W of Mount Sterling Gap, Mount Sterling Trail 0.4 mi W of Mount Sterling Gap","Mature mixed hardwood (Quercus rubra and Acer saccharum dominant, with Acer pensylvanicum, Betula lenta, Halesia, Magnolia acuminata) with sparse Tsuga",Non_calcareous,Non_calcareous,35.70046,-83.10279,1277,5,North_facing,100,1,79,99,Dry,1,3,5,20,15,10,5,4,10,5.2,5,82.2,687,171.75,0,13,13, 
149,47,47,0,0,1,43,3,0,0,43,2,0,2,0,0,0,0,0,31,16,47,0,47,0,29,16,0,2,0,0,0,27,2,18,10/23/2019,10/23/2019,NC,NC-MP-149,PNF-Lemons Gap,Madison,256556,United_States_National_Forest_Service,"Pisgah National Forest, Bald Mountains, W-facing slopes above Lemon Gap, E of Round Mountain Rd./CR1182","Disturbed mixed hardwood (Liriodendron dominant, Acer, Amelanchier, Prunus) and understory of Pyrularia and Ilex montana",Non_calcareous,Non_calcareous,35.82515,-82.93763,1117,30,West_facing,60,2,47,54,Dry,1,4,5,5,11,10,5,0,8,3.2,5,56.2,854,170.8,1,14,15, 
150,32,32,0,0,0,29,3,0,0,28,2,0,1,1,0,0,0,0,22,10,32,0,32,0,20,8,1,2,1,0,1,17,2,12,10/24/2019,10/24/2019,NC,NC-MP-150,PNF-Flower Gap,Haywood,256556,United_States_National_Forest_Service,"Pisgah National Forest, Balsam Mountains, Shining Rock Wilderness, Shining Rock Ledge, E slope of Flower Gap, Art Loeb Trail 0.5 mi S of Shining Rock Gap","Young beech (Fagus) gap with Amelanchier, Rhododendron catawbiense, Pieris and occasional Abies-Picea",Non_calcareous,Non_calcareous,35.35743,-82.86427,1768,5,East_facing,30,2,32,39,Dry,1,0,0,5,11,5,0,0,8,3.2,5,37.2,131,43.67,3,4,7, 
151,113,112,1,2,7,97,4,2,0,94,5,1,12,0,0,0,0,0,64,48,110,2,111,1,56,40,7,3,4,2,0,61,2,49,10/24/2019,10/24/2019,NC,NC-MP-151,PNF-Stairs Mountain,Haywood,256556,United_States_National_Forest_Service,"Pisgah National Forest, Balsam Mountains, Shining Rock Wilderness, Shining Rock Ledge, E slopes of Stairs Mountain summit, Art Loeb Trail 1 mi N of Shining Rock Gap","Mature northern hardwood (Amelanchier, Betula alleghaniensis, Quercus rubra) – spruce (Picea) forest with ericaceous understory (Rhododendron catawbiense, R. maximum) and schist outcrops",Non_calcareous,Schist,35.37817,-82.86893,1770,20,West_facing,80,2,113,131,Dry,3,6,5,20,15,10,5,5,10,5.2,5,86.2,896,224,4,7,11, 
152,49,47,2,0,0,47,0,0,0,35,5,0,6,1,0,0,0,0,24,23,47,0,47,0,19,22,2,2,0,2,0,26,1,20,10/24/2019,10/24/2019,NC,NC-MP-152,PNF-Shining Rock,Haywood,256556,United_States_National_Forest_Service,"Pisgah National Forest, Balsam Mountains, Shining Rock Wilderness, Shining Rock Ledge, W-facing slopes of Shining Rock summit, 0.2 mi N of Shining Rock Gap","Extensive quartz outcrop with spruce (Picea) forest and ericaceous shrubs (Pieris, Rhododendron catawbiense, Vaccinium)",Non_calcareous,Quartzite,35.36642,-82.86346,1804,30,West_facing,30,2,49,51,Dry,10,3,5,20,15,10,5,0,8,3.2,5,74.2,0,0,3,3,6,"no trees dbh size, rock outcrop with shrubs and stunted trees"
153,52,52,0,0,0,51,1,0,0,45,4,0,0,3,0,0,0,0,22,30,52,0,52,0,17,27,3,5,0,0,0,33,4,15,10/27/2019,10/27/2019,NC,NC-MP-153,GSMNP-Mount Sterling,Haywood,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, W-facing slopes of Mount Sterling below lookout tower",Regenerating spruce (Picea rubens) – fir (Abies fraseri) forest with Betula alleghaniensis and ericaceous shrubs,Non_calcareous,Non_calcareous,35.70187,-83.12271,1768,5,West_facing,45,3,52,71,Dry,1,0,3,15,15,10,5,0,10,5.2,5,68.2,1036,79.69,3,7,10, 
154,79,78,1,3,2,63,8,2,0,60,4,2,12,0,0,0,0,0,53,25,75,3,76,2,50,22,2,2,1,1,2,39,1,36,10/29/2019,10/29/2019,NC,NC-MP-154,GSMNP-High Rock,Swain,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, N-facing slopes of High Rocks, High Rock Ridge, spur trail 0.3 mi W of jct. Welch Ridge Trail","Northern hardwood (Acer, Quercus, Betula alleghaniensis) forest with large schist outcrops",Non_calcareous,Schist,35.49973,-83.62104,1582,15,North_facing,60,2,79,92,Dry,5,3,5,20,15,10,5,3,10,5.2,5,81.2,588,147,1,5,6, 
155,88,87,1,1,3,79,2,2,0,76,1,1,7,2,0,0,0,0,46,41,86,1,86,1,43,33,6,3,2,0,0,47,4,36,10/29/2019,10/29/2019,NC,NC-MP-155,GSMNP-Bearwallow,Swain,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, W-facing slopes of Bearwallow Bald, E of Welch Ridge Trail, ~0.4 mi N of jct w/ Bear Creek Trail","Northern hardwood (Acer, Quercus, Betula alleghaniensis, Aesculus) forest with schist boulders",Non_calcareous,Schist,35.50607,-83.6074,1612,10,West_facing,45,2,88,110,Dry,1,3,5,20,15,10,5,3,10,5.2,5,81.2,872,124.57,2,10,12, 
156,92,89,3,0,6,77,6,0,0,72,4,0,10,3,0,0,0,0,55,34,89,0,89,0,44,32,3,6,3,1,1,44,7,37,12/4/2019,12/4/2019,TN,TN-MP-156,GSMNP-Chilhowee,Blount,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, E-slopes of Chilhowee Mountain, above Foothills Parkway, 2 mi S of Happy Valley Rd. overpass","Acidic mixed hardwood (Acer rubrum, Carya, Nyssa, Sassafras, Quercus alba, Q. prinus, Q. rubra) – conifer (Pinus echinata, P. strobus, P. virginiana, sparse Juniperus) forest with sandstone outcrops and sparse understory of Vaccinium and Rhododendron maximum",Non_calcareous,Sandstone,35.61378,-83.97201,657,15,South_facing,120,1,92,116,Dry,3,3,3,15,11,10,5,3,2,2,2,56,459,91.8,2,15,17, 
157,74,74,0,1,6,49,18,0,0,67,3,0,3,1,0,0,0,0,46,28,73,1,74,0,43,25,3,1,2,0,1,31,2,40,12/5/2019,12/5/2019,TN,TN-MP-157,CNF-Little Slickrock,Monroe,253040,United_States_National_Forest_Service,"Cherokee National Forest, Unicoi Mountains, Joyce Kilmer-Slickrock Wilderness, S-facing slopes along Little Slickrock Creek 0.6 mi W of confluence with Slickrock Creek, Stiffknee Trail 2.4 mi E of Farr Gap","Mixed hardwood (Acer rubrum, Carya, Fagus, Liriodendron, Liquidambar) – conifer (Pinus strobus, Tsuga; many dead) forest with Rhododendron-Leucothoe thickets along stream",Non_calcareous,Non_calcareous,35.45144,-83.9918,490,10,South_facing,60,1,74,82,Dry,1,3,3,20,11,10,5,3,10,5.2,5,75.2,788,157.6,1,15,16, 
158,66,65,1,1,2,61,1,0,0,55,4,0,0,6,0,0,0,0,36,29,64,1,65,0,29,25,2,6,3,0,1,34,7,23,12/5/2019,12/5/2019,TN,TN-MP-158,CNF-Doublecamp,Monroe,253040,United_States_National_Forest_Service,"Cherokee National Forest, Unicoi Mountains, E-facing slope above Doublecamp Creek Rd./FS-59, 1 mi SW of Farr Gap","Recently burned mixed hardwood (Acer saccharum, Carya, Oxydendrum, Quercus rubra, Q. prinus) – conifer (Pinus echinata, P. strobus, P. virginiana) forest with many dead young trees and live mature Quercus",Non_calcareous, ,35.45506,-84.03722,878,10,East_facing,80,1,66,82,Dry,1,4,5,15,15,10,5,5,8,5.2,5,77.2,656,109.33,1,10,11, 
159,87,87,0,3,4,73,7,0,0,66,5,2,12,2,0,0,0,0,50,37,84,3,85,2,42,33,3,3,6,0,1,50,4,32,12/8/2019,12/8/2019,TN,TN-MP-159,GSMNP-Calderwood,Blount,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, N-facing ridge above US129, 0.25 mi W of jct w/ Calderwood Dam Rd.","Mixed hardwood (Carya, Nyssa, Quercus rubra, Q. prinus) forest on steep slope with granitic boulders",Non_calcareous,Granite,35.50256,-83.98089,536,20,North_facing,150,1,87,104,Dry,2,0,5,20,11,10,5,3,8,3.2,4,69.2,571,114.2,0,9,9, 
160,86,85,1,1,5,68,11,0,0,68,4,1,11,1,0,0,0,0,53,32,84,1,84,1,45,31,1,4,4,0,0,46,4,35,12/8/2019,12/8/2019,TN,TN-MP-160,GSMNP-Tabcat,Blount,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, E-facing ridge above Chilhowee Lake/Little Tennessee River, 0.3 mi W of US129 and Tabcat Creek, 0.6 mi N of Lakey Woods Knob","Mixed hardwood (Carya, Nyssa, Quercus alba, Q, prinus, Q. rubra) – pine (Pinus echinata, P. strobus, P. virginiana) forest with granitic boulders",Non_calcareous,Granite,35.52186,-83.99718,376,10,East_facing,140,1,86,100,Dry,2,3,3,15,11,10,5,5,8,3.2,4,67.2,597,119.4,0,13,13, 
161,108,107,1,2,9,80,16,0,0,100,2,0,5,0,0,0,0,0,62,45,105,2,107,0,59,36,7,1,4,0,2,46,2,57,12/7/2019,12/7/2019,TN,TN-MP-161,CNF-Slickrock,Monroe,253040,United_States_National_Forest_Service,"Cherokee National Forest, Unicoi Mountains, Joyce Kilmer-Slickrock Wilderness, slopes above W shore of Slickrock Creek, 0.5 mi S of confluence with Calderwood Lake/Little Tennessee River","Mixed hardwood (Acer, Carya, Fagus, Fraxinus, Liquidambar, Quercus alba) – conifer (Pinus echinata, Tsuga) forest with Rhododendron maximum-Leucothoe thickets along creek",Non_calcareous,Non_calcareous,35.45656,-83.96443,370,10,South_facing,120,1,108,131,Dry,2,3,3,20,15,10,5,1,10,5.2,5,77.2,594,118.8,1,18,19, 
162,97,96,1,0,9,76,11,0,0,78,4,0,11,2,0,1,0,0,63,33,96,0,96,0,55,29,4,3,5,0,1,45,4,46,12/7/2019,12/7/2019,TN,TN-MP-162,GSMNP-Sheep Wallow,Blount,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, low E-facing slopes of Sheep Wallow Knob, 0.1 mi E of US129, 1.7 mi NW of Deals Gap","Mixed hardwood (Acer, Carya, Fagus, Liriodendron, Quercus alba, Q. rubra) – conifer (Pinus strobus, Tsuga) forest, with non-calcareous rock outcrops and remnant mature trees",Non_calcareous,Non_calcareous,35.48365,-83.92867,596,15,West_facing,75,1,97,115,Dry,1,4,5,20,11,10,5,3,10,2,5,75,584,116.8,1,10,11, 
163,62,61,1,0,0,59,2,0,0,52,3,0,3,3,0,0,0,0,36,25,61,0,61,0,30,23,2,4,2,0,0,30,5,26,12/7/2019,12/7/2019,TN,TN-MP-163,GSMNP-Revenue Hill,Blount,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, S-facing slopes of Revenue Hill, 0.1 mi N of US129, 1.4 mi SE of Shaw Grave Gap","Previously burned acid ridge forest with mixed hardwoods (Acer, Carya, Sassafras, Quercus alba, Q. rubra, Q. prinus) and conifers (Pinus strobus)",Non_calcareous,Non_calcareous,35.50224,-83.94489,564,20,South_facing,60,1,62,79,Dry,1,0,3,20,7,10,5,5,8,2,5,65,379,75.8,0,10,10, 
164,71,70,1,1,3,52,13,1,0,57,5,1,4,2,0,1,0,0,43,27,69,1,69,1,35,27,1,6,1,0,0,34,5,31,12/11/2019,12/11/2019,TN,TN-MP-164,GSMNP-Shop Branch,Blount,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, E-facing slopes above confluence of Shop Creek and Blacksmith Branch, 0.2 mi W of US129 and Chilhowee Lake/Little Tennessee River","Young mixed conifer (Pinus strobus, P. virginiana) – hardwood (Acer, Carya, Fagus, Nyssa, Quercus alba, Q. rubra, Q. prinus) forest with shale outcrops",Non_calcareous,Shale,35.5311,-83.98832,308,30,East_facing,90,1,71,89,Dry,3,0,3,10,11,10,5,0,8,3.2,5,55.2,116,58,2,17,19, 
165,85,84,1,1,3,65,15,0,0,66,6,0,11,0,0,1,0,0,57,27,83,1,83,1,45,30,2,3,4,0,1,43,3,37,12/11/2019,12/11/2019,TN,TN-MP-165,GSMNP-Clifty Bottom,Blount,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, W-facing slopes of ridge 0.1 mi NW of US129 and Chilhowee Lake/Little Tennessee River, 2.4 mi SE of Chilhowee","Series of large, weakly calcareous shale outcrops and mixed hardwood (Acer, Carya, Nyssa, Oxydendrum, Quercus alba, Q. rubra, Q. prinus) – conifer (Pinus strobus, P. virginiana) forest",Non_calcareous,Shale,35.53511,-83.99143,279,15,West_facing,130,1,85,106,Dry,5,3,3,15,11,10,5,3,8,3.2,5,66.2,515,128.75,0,16,16, 
166,110,107,3,1,1,97,8,0,0,80,9,1,8,7,0,2,0,0,67,40,106,1,105,2,51,39,3,11,3,0,0,52,8,47,12/12/2019,12/12/2019,TN,TN-MP-166,SCWMATN-Turkeypen Hollow,Monroe, , ,"South Cherokee Wildlife Management Area, Turkeypen Hollow, W-facing ridge E of Mt. Pleasant Rd. 1.3 mi E of Chilhowee Dam","Series of large, weakly calcareous shale outcrops and mixed hardwood (Acer, Nyssa, Oxydendrum, Quercus alba, Q. rubra, Q. prinus) – conifer (Pinus strobus, P. virginiana, Tsuga) forest with Kalmia-Vaccinium thickets and many blowdowns",Non_calcareous,Shale,35.53839,-84.0351,361,15,West_facing,130,1,110,147,Dry,5,0,2,15,7,10,5,5,8,3.2,5,60.2,527,75.29,2,12,14, 
167,109,109,0,4,7,86,12,0,0,85,7,1,13,2,0,0,0,1,68,41,105,4,108,1,55,35,6,7,6,0,1,48,6,54,12/12/2019,12/12/2019,TN,TN-MP-167,FTHLWMA-Tipton Orchard,Blount, , ,"Foothills Wildlife Management Area, SE slopes of Tipton Orchard Hollow, 0.1 mi N of US129, 0.8 mi W of int. w/ Foothills Parkway","Mixed hardwood (Acer, Carya, Nyssa, Oxydendrum, Quercus alba, Q. rubra, Q. prinus) – conifer (Pinus strobus, P. virginiana) forest with Kalmia-Vaccinium thickets and sandstone or conglomerate boulders",Non_calcareous,Sandstone,35.55223,-84.0219,280,10,West_facing,90,1,109,130,Dry,3,3,5,20,11,10,5,3,10,3.2,5,75.2,400,80,3,12,15, 
168,97,93,4,2,6,79,5,1,0,81,1,2,5,3,0,1,0,0,56,37,91,2,91,2,53,32,4,2,2,0,2,54,2,35,12/15/2019,12/15/2019,TN,TN-MP-168,CNF-Big Stack Gap,Monroe,253040,United_States_National_Forest_Service,"Cherokee National Forest, Citico Creek Wilderness, Unicoi Mountains, Foderstack Trali/Trail-96 0.25 mi N of Big Stack Gap","Mixed hardwood (Quercus alba-Acer saccharum dominant, with Amelanchier, Carya, Oxydendrum, Q. prinus, Q. rubra) – conifer (Pinus strobus, Tsuga) forest with Kalmia thickets",Non_calcareous,Non_calcareous,35.42284,-84.02265,1079,5,South_facing,90,1,97,123,Dry,1,3,3,25,15,10,5,3,10,5.2,5,84.2,716,79.56,2,10,12, 
169,79,77,2,2,0,74,1,0,0,67,4,0,2,4,0,0,0,0,40,37,75,2,77,0,34,32,4,5,2,0,0,42,5,30,12/15/2019,12/15/2019,TN,TN-MP-169,CNF-Salt Spring,Monroe,253040,United_States_National_Forest_Service,"Cherokee National Forest, Unicoi Mountains, Salt Spring Mountain, S-facing slopes above FS2659/Cold Spring Rd. 2 mi SW of Farr Gap","Pine (Pinus echinata, P. virginiana, P. strobus) dominated mixed conifer (Pinus, Tsuga) – hardwood (Acer, Amelanchier, Liquidambar, Nyssa, Quercus alba, Q. rubra, Q. prinus) forest with Vaccinium understory and many dead/fallen trees",Non_calcareous,Non_calcareous,35.45622,-84.06817,710,10,South_facing,90,1,79,99,Wet,1,0,3,10,11,10,5,3,8,3.2,5,58.2,594,74.25,1,12,13, 
170,118,117,1,3,9,88,15,2,0,102,6,1,5,3,0,0,0,0,72,45,114,3,116,1,65,37,5,5,5,0,3,46,6,62,12/15/2019,12/15/2019,TN,TN-MP-170,CNF-Tavern Branch,Monroe,253040,United_States_National_Forest_Service,"Cherokee National Forest, Unicoi Mountains, E-facing slopes above FSR361/Tavern Branch Rd. 0.2 mi W of FSR36-1/Citico Rd., 0.4 mi N of Young Branch, above Tavern Branch of Citico Creek","Mixed hardwood (Quercus alba-Acer saccharum dominant, Carya, Ilex opaca, Oxydendrum, Q. rubra, Q. prinus) – conifer (Pinus echinata, P. strobus, Tsuga) forest with Kalmia-Rhododendron maximum understory and many dead conifers",Non_calcareous,Non_calcareous,35.44468,-84.1152,366,10,East_facing,120,1,118,139,Dry,1,0,3,15,11,10,5,3,8,3.2,5,63.2,731,91.38,4,11,15, 
171,108,104,4,0,2,101,1,0,0,82,3,0,15,4,0,0,0,0,64,40,104,0,104,0,54,39,3,3,5,0,0,64,4,36,12/16/2019,12/16/2019,TN,TN-MP-171,GSMNP-Cockspur,Sevier,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, E-slopes of Chilhowee Mountain, above Foothills Parkway, 1.4 mi N of Cockspur Lead","Mixed conifer (Pinus rigida, P. strobus) – hardwood (Quercus prinus dominant, Acer saccharum, Carya, Cornus, Nyssa, Prunus, Q. rubra) forest with Vaccinium understory and sandstone boulders",Non_calcareous,Sandstone,35.59925,-83.98684,518,15,East_facing,120,1,108,131,Dry,3,0,3,15,11,10,5,3,8,1.6,5,61.6,861,86.1,2,11,13, 
172,100,99,1,1,1,96,1,0,0,76,7,1,10,5,0,0,0,0,54,45,98,1,98,1,44,37,7,9,2,0,1,52,9,37,12/18/2019,12/18/2019,TN,TN-MP-172,GSMNP-Little Brier,Sevier,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, S-facing slopes of Little Brier Gap, E slopes of Little Mountain and W slopes of Cove Mountain, vicinity of jct. of Little Greenbrier Trail and Metcalf Bottoms Trail","Mixed hardwood (Acer, Amelanchier, Diospyros, Prunus, Nyssa, Quercus alba, Q. rubra) – pine (Pinus strobus, P. virginiana) forest with schist outcrops and Kalmia-Rhododendron understory",Non_calcareous,Schist,35.69981,-83.62651,661,10,South_facing,90,1,100,123,Dry,1,3,5,15,11,10,5,5,10,3.2,5,72.2,585,83.57,5,11,16, 
173,114,112,2,3,7,93,9,0,0,98,4,1,3,6,0,0,0,0,62,50,109,3,111,1,56,41,6,3,6,0,0,66,4,42,12/18/2019,12/18/2019,TN,TN-MP-173,GSMNP-Little Mountain,Sevier,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, W-facing slopes of Little Mountain, Little Greenbrier Trail 0.8 mi E of Wear Cove Gap Rd.","Mixed hardwood (Acer, Carya, Amelanchier, Nyssa, Quercus prinus, Q. rubra) – conifer (Pinus strobus, P. virginiana, Tsuga) forest with shale outcrops and Kalmia-Rhododendron understory",Non_calcareous,Shale,35.6941,-83.63719,653,15,West_facing,120,1,114,142,Dry,2,3,5,20,11,10,5,0,10,3.2,5,72.2,813,101.63,4,13,17, 
174,86,84,2,1,4,68,11,0,0,78,1,0,4,1,0,0,0,0,50,34,83,1,84,0,48,30,3,1,2,0,0,41,2,41,12/20/2019,12/20/2019,TN,TN-MP-174,GSMNP-Five Sisters,Sevier,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, Five Sisters Cove, upper floodplain of Little Brier Branch of the Little River, Metcalf Bottoms Trail 0.6 mi S jct w/ Little Greenbrier Trail at Little Brier Gap","Floodplain forest with mixed hardwoods (Carpinus-Liriodendron dominant, Acer, Betula Carya, Ostrya, Quercus alba) – hemlock (Tsuga) forest with sandstone boulders",Non_calcareous,Sandstone,35.6943,-83.63253,615,0,Flat,80,1,86,103,Dry,1,3,5,15,7,10,5,3,10,3.2,5,66.2,838,104.75,2,12,14, 
175,92,92,0,2,5,76,9,0,0,86,2,1,3,0,0,0,0,0,50,42,90,2,90,2,48,34,7,2,1,0,1,46,2,43,12/22/2019,12/22/2019,TN,TN-MP-175,GSMNP-Metcalf,Sevier,253032,United_States_National_Park_Service,"Great Smoky Mountains National Park, lower floodplain of Little Brier Branch of the Little River 0.25 mi NE of Little River confluence, 0.3 mi S of confluence w/ Mossy Rock Branch at Greenbrier","Riparian forest with mixed hardwoods (Acer saccharum, Carpinus, Liriodendron dominant; Betula lenta, Cornus, Ilex opaca, Liquidambar, Ostrya, Ulmus) and conifers (Pinus strobus, Tsuga) and ericaceous understory (Leucothoe, Rhododendron maximum) and Pyrularia",Non_calcareous,Non_calcareous,35.68058,-83.64336,536,0,Flat,90,1,92,122,Wet,2,0,5,15,11,10,5,0,8,3.2,5,62.2,532,88.67,3,16,19, 
